path,label_id
data/shared_subset/sbert/pv/Tomato_leaf_yellow_virus/8c2f9405-74e5-4412-aad4-43c97adecd72___YLCV_GCREC 2602_final_masked.jpg,12
data/shared_subset/sbert/pv/Tomato_leaf_yellow_virus/0a0fe942-bb9e-4384-8466-779017d00bcf___UF.GRC_YLCV_Lab 02192_final_masked.jpg,12
data/shared_subset/sbert/pv/Tomato_leaf_bacterial_spot/45fdc702-5ea8-43a9-acad-2bd8d3fe5c55___GCREC_Bact.Sp 3636_final_masked.jpg,9
data/shared_subset/sbert/pv/Tomato_leaf_bacterial_spot/8ff89c36-cac0-4ed5-ac93-206411247229___GCREC_Bact.Sp 6377_final_masked.jpg,9
data/shared_subset/sbert/pv/Tomato_leaf_yellow_virus/35b74dfd-35af-4094-ba67-dde2cec923e1___YLCV_NREC 2299_final_masked.jpg,12
data/shared_subset/sbert/pv/Tomato_leaf_bacterial_spot/00728f4d-83a0-49f1-87f8-374646fcda05___GCREC_Bact.Sp 6326_final_masked.jpg,9
data/shared_subset/sbert/pv/Tomato_leaf_late_blight/4f4ae955-8ed2-4eae-b013-bc26ae5e91b0___GHLB2 Leaf 91_final_masked.jpg,10
data/shared_subset/sbert/pv/Tomato_Septoria_leaf_spot/e3032dd9-8c1b-48b8-bc3e-607336b67f90___Matt.S_CG 1382_final_masked.jpg,8
data/shared_subset/sbert/pv/Tomato_leaf_late_blight/dd52a1b4-1d20-4417-96c9-48baac62f15b___RS_Late.B 5202_final_masked.jpg,10
data/shared_subset/sbert/pv/Tomato_leaf_yellow_virus/c423d43d-ba30-4d8d-978d-ae674a4aac4b___UF.GRC_YLCV_Lab 02916_final_masked.jpg,12
data/shared_subset/sbert/pv/grape_leaf_black_rot/58825c46-8065-482b-8eee-b6a775f69f1c___FAM_B.Rot 0541_final_masked.jpg,14
data/shared_subset/sbert/pv/Tomato_leaf_bacterial_spot/3f03db8d-6db0-45c0-ab1f-ca69db013041___GCREC_Bact.Sp 5729_final_masked.jpg,9
data/shared_subset/sbert/pv/Tomato_Septoria_leaf_spot/1c85a28a-19b9-487a-b9e4-0e6d7c08e4a8___Keller.St_CG 1771_final_masked.jpg,8
data/shared_subset/sbert/pv/Bell_pepper_leaf/86e16897-fd51-4b0a-8ab3-ffa9ff146fa4___JR_HL 8386_final_masked.jpg,2
data/shared_subset/sbert/pv/Tomato_leaf_late_blight/545d8b80-b6b1-45fe-8f3d-4d0a904730e9___GHLB2 Leaf 87.1_final_masked.jpg,10
data/shared_subset/sbert/pv/grape_leaf_black_rot/9a8f2d6b-ba1f-43cf-a1c6-1108d18c7fe6___FAM_B.Rot 3033_final_masked.jpg,14
data/shared_subset/sbert/pv/Bell_pepper_leaf/a0519138-7416-45bd-9798-396a7a79302f___JR_HL 8117_final_masked.jpg,2
data/shared_subset/sbert/pv/Squash_Powdery_mildew_leaf/be9d4aea-c857-4346-afef-f435159a89a7___MD_Powd.M 1049_final_masked.jpg,6
data/shared_subset/sbert/pv/Bell_pepper_leaf/7541f271-f44a-4c7c-9602-b64149e9fa2a___JR_HL 7571_final_masked.jpg,2
data/shared_subset/sbert/pv/Squash_Powdery_mildew_leaf/2b46f95e-4b4a-4d2d-a7a6-ebf630bf72af___MD_Powd.M 0824_final_masked.jpg,6
data/shared_subset/sbert/pv/Tomato_Septoria_leaf_spot/717d2ca2-2e4f-45f0-9585-847074e94d3a___Keller.St_CG 1871_final_masked.jpg,8
data/shared_subset/sbert/pv/Tomato_leaf_yellow_virus/b724a8a5-879c-4479-a445-cfe59c54f3a0___UF.GRC_YLCV_Lab 09515_final_masked.jpg,12
data/shared_subset/sbert/pv/Tomato_leaf_bacterial_spot/05fc994d-7781-4dc5-a15c-b359f6c681a6___GCREC_Bact.Sp 6304_final_masked.jpg,9
data/shared_subset/sbert/pv/Tomato_leaf_yellow_virus/2ced8bb2-5756-4c99-837f-3cb3a2e831ff___YLCV_GCREC 5430_final_masked.jpg,12
data/shared_subset/sbert/pv/Potato_leaf_early_blight/51f59871-72dc-490c-a550-9e7869142284___RS_Early.B 7224_final_masked.jpg,4
data/shared_subset/sbert/pv/Potato_leaf_late_blight/db973ce3-7198-4ae8-910a-bb1a3046e353___RS_LB 5152_final_masked.jpg,5
data/shared_subset/sbert/pv/Tomato_Septoria_leaf_spot/c6962655-b64b-45d6-b6a5-49bc8adfe0d3___Keller.St_CG 1904_final_masked.jpg,8
data/shared_subset/sbert/pv/Tomato_mold_leaf/a95f0a82-5cad-423a-be56-8205317909e8___Crnl_L.Mold 8677_final_masked.jpg,13
data/shared_subset/sbert/pv/Tomato_leaf_bacterial_spot/149fd0ef-ec5a-4a34-aa8f-8ed381b7d77d___GCREC_Bact.Sp 3370_final_masked.jpg,9
data/shared_subset/sbert/pv/Tomato_Septoria_leaf_spot/69a33a83-20e3-420f-a5a7-b2e73c16e13f___Matt.S_CG 6227_final_masked.jpg,8
data/shared_subset/sbert/pv/Tomato_leaf_yellow_virus/95614d3c-63eb-450a-b60d-ae70156689c9___YLCV_GCREC 2768_final_masked.jpg,12
data/shared_subset/sbert/pv/Tomato_leaf_bacterial_spot/9f3071fe-2426-4ab2-9685-d3bbed8163f3___GCREC_Bact.Sp 6172_final_masked.jpg,9
data/shared_subset/sbert/pv/Bell_pepper_leaf_spot/23e657c9-1f08-4714-817b-48fd2f3e2cf3___JR_B.Spot 8962_final_masked.jpg,3
data/shared_subset/sbert/pv/Bell_pepper_leaf_spot/e5781299-7fd6-4d80-aca1-d78910d9da1c___JR_B.Spot 3371_final_masked.jpg,3
data/shared_subset/sbert/pv/Apple_rust_leaf/9ebff92f-999c-49d0-9235-6c98aaa63bbd___FREC_C.Rust 4206_final_masked.jpg,1
data/shared_subset/sbert/pv/Potato_leaf_late_blight/9f9623f9-e632-4342-b698-95a0521953f9___RS_LB 3068_final_masked.jpg,5
data/shared_subset/sbert/pv/Tomato_leaf_yellow_virus/9a3d810d-3205-4e49-9e65-cd24b431c0c6___YLCV_GCREC 1902_final_masked.jpg,12
data/shared_subset/sbert/pv/Bell_pepper_leaf_spot/1d35e088-7147-4bac-9cce-9330a3f5906d___NREC_B.Spot 9096_final_masked.jpg,3
data/shared_subset/sbert/pv/grape_leaf_black_rot/53e3967e-a5cf-47b0-a2aa-08f0de24b815___FAM_B.Rot 0423_final_masked.jpg,14
data/shared_subset/sbert/pv/Apple_Scab_Leaf/d7ac8a6f-7c88-47ac-9387-eefb672e9776___FREC_Scab 3392_final_masked.jpg,0
data/shared_subset/sbert/pv/Tomato_leaf_yellow_virus/1a64dea7-6a32-4da5-9212-eccc7c777b38___YLCV_GCREC 2210_final_masked.jpg,12
data/shared_subset/sbert/pv/Potato_leaf_late_blight/2b974785-090d-4dae-81a2-ce3ebc2a1c68___RS_LB 4634_final_masked.jpg,5
data/shared_subset/sbert/pv/Tomato_Early_blight_leaf/9d2bc87f-f309-41a4-a533-569456706e2b___RS_Erly.B 6367_final_masked.jpg,7
data/shared_subset/sbert/pv/Tomato_leaf_yellow_virus/5570ebc8-d307-41c8-8320-65b641bab13c___YLCV_GCREC 2251_final_masked.jpg,12
data/shared_subset/sbert/pv/grape_leaf_black_rot/e4049ecb-7ff1-4bdf-a6e9-d99ad5d4d690___FAM_B.Rot 3492_final_masked.jpg,14
data/shared_subset/sbert/pv/Tomato_leaf_yellow_virus/cbb89fbc-4607-4166-a45e-6c1d232056c2___UF.GRC_YLCV_Lab 02660_final_masked.jpg,12
data/shared_subset/sbert/pv/Tomato_leaf_yellow_virus/5b0da93b-d51d-4e69-a124-a2f967aa67bd___UF.GRC_YLCV_Lab 02309_final_masked.jpg,12
data/shared_subset/sbert/pv/Tomato_Septoria_leaf_spot/c8055b76-f328-4519-b530-b34a695b9261___Keller.St_CG 1901_final_masked.jpg,8
data/shared_subset/sbert/pv/Tomato_leaf_yellow_virus/f7570c05-08e1-44c7-b303-11d3a2fd49c7___YLCV_NREC 0175_final_masked.jpg,12
data/shared_subset/sbert/pv/Tomato_leaf_yellow_virus/ef849f6e-252e-4982-85a8-27b02c837737___YLCV_NREC 2851_final_masked.jpg,12
data/shared_subset/sbert/pv/Tomato_leaf_bacterial_spot/eb2eebd9-62f0-441c-908f-1ff90f36bb66___GCREC_Bact.Sp 5752_final_masked.jpg,9
data/shared_subset/sbert/pv/Squash_Powdery_mildew_leaf/243787b5-8072-45e3-b3cf-e2f08eb3c89f___MD_Powd.M 0723_final_masked.jpg,6
data/shared_subset/sbert/pv/Tomato_leaf_bacterial_spot/0045ba29-ed1b-43b4-afde-719cc7adefdb___GCREC_Bact.Sp 6254_final_masked.jpg,9
data/shared_subset/sbert/pv/Tomato_leaf_yellow_virus/438e3c77-d93a-438b-96ed-9fde700e9c9a___YLCV_NREC 0101_final_masked.jpg,12
data/shared_subset/sbert/pv/Tomato_leaf_yellow_virus/d2e63e00-d635-462b-b818-8ce17bfa37ff___UF.GRC_YLCV_Lab 01609_final_masked.jpg,12
data/shared_subset/sbert/pv/Tomato_leaf_late_blight/9afc2537-1b13-4c25-b5ed-5b8de511b0ab___GHLB2 Leaf 9033_final_masked.jpg,10
data/shared_subset/sbert/pv/Tomato_mold_leaf/7011fa6f-fba9-466e-a6d1-439370a4a37b___Crnl_L.Mold 6588_final_masked.jpg,13
data/shared_subset/sbert/pv/Bell_pepper_leaf/94a7acd4-cd80-4d84-a837-0702cb946d52___JR_HL 8795_final_masked.jpg,2
data/shared_subset/sbert/pv/Tomato_Septoria_leaf_spot/8ddc7884-3f79-4284-8b11-bd68e156c5bf___Matt.S_CG 6554_final_masked.jpg,8
data/shared_subset/sbert/pv/Tomato_mold_leaf/a538806f-f606-439e-8e1a-5c7731f5b76f___Crnl_L.Mold 7015_final_masked.jpg,13
data/shared_subset/sbert/pv/Tomato_leaf_bacterial_spot/7c8aaf34-cae5-4699-aba0-088002b7dd29___GCREC_Bact.Sp 6339_final_masked.jpg,9
data/shared_subset/sbert/pv/grape_leaf_black_rot/902be44a-4757-4886-8a80-14d53b9eb7b0___FAM_B.Rot 0667_final_masked.jpg,14
data/shared_subset/sbert/pv/Tomato_leaf_yellow_virus/bfe1c9a4-6fda-4d71-8f99-795bfcebae55___UF.GRC_YLCV_Lab 02187_final_masked.jpg,12
data/shared_subset/sbert/pv/Tomato_leaf_bacterial_spot/af321f84-057e-4580-a096-5b86b379e0c6___UF.GRC_BS_Lab Leaf 0321_final_masked.jpg,9
data/shared_subset/sbert/pv/Squash_Powdery_mildew_leaf/38bfb487-ca96-4cac-9849-11591836d88b___MD_Powd.M 0083_final_masked.jpg,6
data/shared_subset/sbert/pv/Tomato_leaf_late_blight/0b988f87-fdce-40ba-aa09-7e6c9e1d6d30___GHLB_PS Leaf 21 Day 8_final_masked.jpg,10
data/shared_subset/sbert/pv/Tomato_leaf_yellow_virus/38c7b53f-37c8-4a35-be81-ca0bdefcad81___YLCV_GCREC 1900_final_masked.jpg,12
data/shared_subset/sbert/pv/Bell_pepper_leaf_spot/99a07bbb-44a9-48b2-ae4e-306e4282802c___NREC_B.Spot 9064_final_masked.jpg,3
data/shared_subset/sbert/pv/Bell_pepper_leaf/c5572d69-6c3d-4f35-92d8-7472f9fd8e1f___JR_HL 8900_final_masked.jpg,2
data/shared_subset/sbert/pv/Tomato_Septoria_leaf_spot/5f6a639a-a545-4778-b5e8-c45a62cacfe2___Matt.S_CG 0812_final_masked.jpg,8
data/shared_subset/sbert/pv/Tomato_leaf_late_blight/e95ca31b-0e75-4ec5-986a-29ce5dce1a01___GHLB2 Leaf 8643_final_masked.jpg,10
data/shared_subset/sbert/pv/Squash_Powdery_mildew_leaf/30d7303a-59cb-465b-a0fc-97a81e28ee6d___MD_Powd.M 0112_final_masked.jpg,6
data/shared_subset/sbert/pv/Tomato_leaf_yellow_virus/e9f64fc0-e43b-4045-be18-b00d3758958f___UF.GRC_YLCV_Lab 09613_final_masked.jpg,12
data/shared_subset/sbert/pv/Potato_leaf_late_blight/c206ebe3-c06e-4eb9-a537-a719cfa1e3c0___RS_LB 5140_final_masked.jpg,5
data/shared_subset/sbert/pv/grape_leaf_black_rot/a3dd7197-e0d4-4900-9918-2ca8a517e1e4___FAM_B.Rot 5101_final_masked.jpg,14
data/shared_subset/sbert/pv/Tomato_leaf_yellow_virus/9a1d3db0-de93-4108-a1e6-612c7e107f93___YLCV_GCREC 2736_final_masked.jpg,12
data/shared_subset/sbert/pv/Tomato_leaf_yellow_virus/c750dcd7-c262-4412-8c9d-a9bfb0e94103___UF.GRC_YLCV_Lab 02698_final_masked.jpg,12
data/shared_subset/sbert/pv/Apple_rust_leaf/20ef08f2-96ae-4148-942c-3d7708cd94d8___FREC_C.Rust 9830_final_masked.jpg,1
data/shared_subset/sbert/pv/Tomato_Septoria_leaf_spot/549cd4a2-1d8b-4cbd-8aae-3b4e0a29b8cd___Keller.St_CG 1965_final_masked.jpg,8
data/shared_subset/sbert/pv/Tomato_leaf_bacterial_spot/62b151e8-3ff6-444f-aa56-af06e198d9ed___GCREC_Bact.Sp 5971_final_masked.jpg,9
data/shared_subset/sbert/pv/Tomato_leaf_late_blight/345e34f9-1a77-4d5f-bd62-aa41f648e41d___GHLB2 Leaf 8930_final_masked.jpg,10
data/shared_subset/sbert/pv/Tomato_mold_leaf/66e2cbf6-82f1-49b6-9f62-727cfadef50a___Crnl_L.Mold 8684_final_masked.jpg,13
data/shared_subset/sbert/pv/Tomato_leaf_yellow_virus/406a82f8-91ec-4729-9ac7-4d28122208bf___UF.GRC_YLCV_Lab 02453_final_masked.jpg,12
data/shared_subset/sbert/pv/Bell_pepper_leaf_spot/113d374f-8b12-454c-84cc-ee91043bc988___NREC_B.Spot 9146_final_masked.jpg,3
data/shared_subset/sbert/pv/Potato_leaf_late_blight/3362decd-b0d5-4cc6-81f8-3c051a285875___RS_LB 4109_final_masked.jpg,5
data/shared_subset/sbert/pv/Squash_Powdery_mildew_leaf/b7d96645-af1e-4aa7-a108-1803f3e2670e___UMD_Powd.M 0550_final_masked.jpg,6
data/shared_subset/sbert/pv/Tomato_mold_leaf/86e29af1-d73d-4403-b436-247705413f6d___Crnl_L.Mold 6599_final_masked.jpg,13
data/shared_subset/sbert/pv/Tomato_mold_leaf/19fc6cfd-7430-4695-a4e1-5c947193ab46___Crnl_L.Mold 6922_final_masked.jpg,13
data/shared_subset/sbert/pv/grape_leaf_black_rot/a2ace0e3-30cb-4581-b39d-5c4b4d809351___FAM_B.Rot 0575_final_masked.jpg,14
data/shared_subset/sbert/pv/Potato_leaf_late_blight/0450570b-44d1-4290-956d-5d970164a2e2___RS_LB 5160_final_masked.jpg,5
data/shared_subset/sbert/pv/Apple_Scab_Leaf/774fb249-80b5-4575-ab5a-5459a9c14ef6___FREC_Scab 3024_final_masked.jpg,0
data/shared_subset/sbert/pv/Potato_leaf_late_blight/c3cd2ad3-174e-48b4-a7a5-ce63be745fd5___RS_LB 3243_final_masked.jpg,5
data/shared_subset/sbert/pv/Tomato_Septoria_leaf_spot/6918835e-c3c4-4c9d-a212-35c1b9766f11___Matt.S_CG 0715_final_masked.jpg,8
data/shared_subset/sbert/pv/Squash_Powdery_mildew_leaf/37dca730-7205-4a9c-bd5f-62e8aabd21a4___MD_Powd.M 0002_final_masked.jpg,6
data/shared_subset/sbert/pv/Potato_leaf_late_blight/520c0e9a-1ba4-44fa-aa60-dcdf018a00b3___RS_LB 2850_final_masked.jpg,5
data/shared_subset/sbert/pv/Tomato_leaf_late_blight/7e5386fc-de1d-4507-acb6-e0d0da3a35da___RS_Late.B 4900_final_masked.jpg,10
data/shared_subset/sbert/pv/Bell_pepper_leaf/4696cbe7-0515-4dbf-a3f6-067d6358816f___JR_HL 8443_final_masked.jpg,2
data/shared_subset/sbert/pv/Tomato_leaf_yellow_virus/a25fbdfa-6918-4913-9ba1-659882fa331b___UF.GRC_YLCV_Lab 01816_final_masked.jpg,12
data/shared_subset/sbert/pv/Tomato_leaf_yellow_virus/b835db33-4bfa-46ce-a6b0-30899a215618___UF.GRC_YLCV_Lab 01401_final_masked.jpg,12
data/shared_subset/sbert/pv/Tomato_leaf_yellow_virus/cc33fb04-3847-412e-ac78-7b65c4d6f5cb___UF.GRC_YLCV_Lab 02463_final_masked.jpg,12
data/shared_subset/sbert/pv/Tomato_Septoria_leaf_spot/d49f313e-910e-4386-a120-8b5e27dccb14___Matt.S_CG 2616_final_masked.jpg,8
data/shared_subset/sbert/pv/Tomato_Septoria_leaf_spot/c4a7c2db-f42f-4fb7-a833-9ef575e9aa8e___Keller.St_CG 1803_final_masked.jpg,8
data/shared_subset/sbert/pv/Squash_Powdery_mildew_leaf/11c9d6c4-2ae7-40db-93b0-c5610d9c859a___MD_Powd.M 0455_final_masked.jpg,6
data/shared_subset/sbert/pv/Tomato_leaf_yellow_virus/fd7ba463-cbf0-4f2d-96a5-323a7ed2b5ef___YLCV_NREC 2216_final_masked.jpg,12
data/shared_subset/sbert/pv/Tomato_Septoria_leaf_spot/3dd0d199-7106-4d78-8594-18d01a00aff3___JR_Sept.L.S 8539_final_masked.jpg,8
data/shared_subset/sbert/pv/Tomato_leaf_yellow_virus/a08beb3c-6ec8-41f5-a8de-c2f578ce4085___YLCV_NREC 2653_final_masked.jpg,12
data/shared_subset/sbert/pv/Tomato_leaf_late_blight/6fc04152-9f3d-46c0-93b9-a0d23edcd1e2___GHLB2 Leaf 84.4_final_masked.jpg,10
data/shared_subset/sbert/pv/Tomato_Early_blight_leaf/34044338-c693-4604-8764-35eaece11e56___RS_Erly.B 9483_final_masked.jpg,7
data/shared_subset/sbert/pv/Tomato_leaf_bacterial_spot/9955425d-d21e-4318-a394-099e4e5db3d3___GCREC_Bact.Sp 3646_final_masked.jpg,9
data/shared_subset/sbert/pv/grape_leaf_black_rot/9b842706-f8e6-4092-850d-0a7feb068b4c___FAM_B.Rot 3535_final_masked.jpg,14
data/shared_subset/sbert/pv/Tomato_leaf_bacterial_spot/d2baf547-f447-4b60-b642-7e1008ac6187___GCREC_Bact.Sp 5920_final_masked.jpg,9
data/shared_subset/sbert/pv/Tomato_Septoria_leaf_spot/dea10aaf-fc64-4dad-b553-568a8581a30d___Matt.S_CG 0688_final_masked.jpg,8
data/shared_subset/sbert/pv/Tomato_leaf_bacterial_spot/fb25aff6-5c78-42d9-b9af-9181811ac18b___GCREC_Bact.Sp 5788_final_masked.jpg,9
data/shared_subset/sbert/pv/Tomato_leaf_yellow_virus/5c693750-bc18-436c-9ad1-a93ae39352aa___UF.GRC_YLCV_Lab 02388_final_masked.jpg,12
data/shared_subset/sbert/pv/Tomato_Septoria_leaf_spot/685231f4-f2a7-4a41-86f1-9f658baed631___Keller.St_CG 1992_final_masked.jpg,8
data/shared_subset/sbert/pv/Tomato_Early_blight_leaf/c78c9d19-e83d-4c3b-a690-e6e3b95c979d___RS_Erly.B 9569_final_masked.jpg,7
data/shared_subset/sbert/pv/Squash_Powdery_mildew_leaf/b4e865e4-255d-40e3-97ed-1a28d8ebdb44___MD_Powd.M 0833_final_masked.jpg,6
data/shared_subset/sbert/pv/Tomato_leaf_yellow_virus/3bbaf1c9-cf67-44b5-95c0-486e9005b0fb___YLCV_GCREC 5182_final_masked.jpg,12
data/shared_subset/sbert/pv/Tomato_leaf_yellow_virus/dfbe4560-d080-4d8e-ad84-4e457273b55e___YLCV_GCREC 5190_final_masked.jpg,12
data/shared_subset/sbert/pv/Tomato_leaf_late_blight/1507883d-7f10-4b69-88d4-db80850b1664___GHLB2 Leaf 154_final_masked.jpg,10
data/shared_subset/sbert/pv/Tomato_mold_leaf/783ab4f6-4790-4381-8583-67ae6d7ac80b___Crnl_L.Mold 7088_final_masked.jpg,13
data/shared_subset/sbert/pv/Tomato_mold_leaf/ec76173b-c354-4711-9bb7-b38dae1ea5b4___Crnl_L.Mold 9074_final_masked.jpg,13
data/shared_subset/sbert/pv/Tomato_leaf_mosaic_virus/388f46e3-32d3-45f3-84fd-12cb06feed12___PSU_CG 2119_final_masked.jpg,11
data/shared_subset/sbert/pv/Tomato_leaf_yellow_virus/fff6bf83-797c-4de4-83f7-39b74786fec4___UF.GRC_YLCV_Lab 03179_final_masked.jpg,12
data/shared_subset/sbert/pv/Bell_pepper_leaf/dfd700a9-cef2-453e-8006-52fd08c0ca35___JR_HL 8770_final_masked.jpg,2
data/shared_subset/sbert/pv/Squash_Powdery_mildew_leaf/e4160b46-bcfa-4c3b-b887-506bf8939a5b___MD_Powd.M 0978_final_masked.jpg,6
data/shared_subset/sbert/pv/Tomato_leaf_yellow_virus/2c7bfbfd-03a0-4a77-8e20-ba199809deb8___YLCV_GCREC 2790_final_masked.jpg,12
data/shared_subset/sbert/pv/Tomato_leaf_yellow_virus/b2a0ebdc-5cdc-4de1-a4a0-eebdac5f6345___UF.GRC_YLCV_Lab 01865_final_masked.jpg,12
data/shared_subset/sbert/pv/Tomato_leaf_yellow_virus/92edec4c-7b38-4c52-a9b1-5e95ea6b3975___YLCV_GCREC 2526_final_masked.jpg,12
data/shared_subset/sbert/pv/Tomato_leaf_bacterial_spot/4f06a857-13bc-44c1-87fb-c3ccdaeeaacb___GCREC_Bact.Sp 5965_final_masked.jpg,9
data/shared_subset/sbert/pv/Bell_pepper_leaf/78b80c38-32da-4a77-bbde-8ff9e5bfd47d___JR_HL 8094_final_masked.jpg,2
data/shared_subset/sbert/pv/Potato_leaf_early_blight/b512ab1a-0ea5-47d6-b998-7c9f32ed3329___RS_Early.B 7250_final_masked.jpg,4
data/shared_subset/sbert/pv/Bell_pepper_leaf_spot/f2c48f6c-f92e-4543-816c-0621648003fe___JR_B.Spot 9010_final_masked.jpg,3
data/shared_subset/sbert/pv/Tomato_leaf_yellow_virus/7d65afdb-9975-4a26-be73-9a758b2d0540___UF.GRC_YLCV_Lab 01297_final_masked.jpg,12
data/shared_subset/sbert/pv/Tomato_Septoria_leaf_spot/d086f972-4637-49e5-99cb-57cc43ec0146___Matt.S_CG 7452_final_masked.jpg,8
data/shared_subset/sbert/pv/Tomato_Septoria_leaf_spot/c5806b61-685f-43a2-a5af-c8c9f086e7ea___Matt.S_CG 1244_final_masked.jpg,8
data/shared_subset/sbert/pv/Tomato_leaf_late_blight/4206d227-db97-4b7e-8433-042f12d6681b___GHLB2 Leaf 8654_final_masked.jpg,10
data/shared_subset/sbert/pv/Potato_leaf_early_blight/7cc0cb45-7fae-4d55-8dce-aa5e4484b7d9___RS_Early.B 7088_final_masked.jpg,4
data/shared_subset/sbert/pv/Tomato_leaf_bacterial_spot/cb496f19-8673-40dd-abe1-bff32695b2ab___UF.GRC_BS_Lab Leaf 0468_final_masked.jpg,9
data/shared_subset/sbert/pv/grape_leaf_black_rot/807741f5-eb78-41c5-ae2e-8a28e376238c___FAM_B.Rot 3389_final_masked.jpg,14
data/shared_subset/sbert/pv/Squash_Powdery_mildew_leaf/a90df651-ef3e-4f1b-af22-48a2b1f5fea9___MD_Powd.M 0170_final_masked.jpg,6
data/shared_subset/sbert/pv/Tomato_leaf_late_blight/8ea73da6-e94c-42bf-8b9c-c8d0a58338c7___RS_Late.B 6724_final_masked.jpg,10
data/shared_subset/sbert/pv/Tomato_leaf_mosaic_virus/a142b58c-1713-4e17-a68c-96eaf4b5ae23___PSU_CG 2219_final_masked.jpg,11
data/shared_subset/sbert/pv/Tomato_leaf_yellow_virus/4df1da53-513d-407c-8efe-8c176e1e6a38___UF.GRC_YLCV_Lab 02318_final_masked.jpg,12
data/shared_subset/sbert/pv/Tomato_mold_leaf/738b2359-39ac-465b-8d8e-43dc842a280e___Crnl_L.Mold 6535_final_masked.jpg,13
data/shared_subset/sbert/pv/Tomato_Septoria_leaf_spot/050ab551-f613-4561-9a90-2a6a206e9b43___Matt.S_CG 2787_final_masked.jpg,8
data/shared_subset/sbert/pv/Potato_leaf_late_blight/ae966e38-73b3-47c1-9421-20ac2f570f46___RS_LB 3240_final_masked.jpg,5
data/shared_subset/sbert/pv/Tomato_mold_leaf/a961a718-36c3-4050-a5ef-eea64ae152ce___Crnl_L.Mold 9058_final_masked.jpg,13
data/shared_subset/sbert/pv/Tomato_mold_leaf/6e8f1122-d902-408e-a33e-2d5514112e38___Crnl_L.Mold 6944_final_masked.jpg,13
data/shared_subset/sbert/pv/Bell_pepper_leaf/a72c9475-9671-497d-8ab7-a4ec2e349590___JR_HL 7726_final_masked.jpg,2
data/shared_subset/sbert/pv/Tomato_mold_leaf/331752ba-3d14-4e35-9d0a-8f40b2a31653___Crnl_L.Mold 8916_final_masked.jpg,13
data/shared_subset/sbert/pv/Tomato_Septoria_leaf_spot/a0337427-9957-4062-a0e4-e0a3d21e5574___Matt.S_CG 7478_final_masked.jpg,8
data/shared_subset/sbert/pv/Bell_pepper_leaf/342c87ae-db00-4ba8-9029-a91ba10b4d77___JR_HL 8397_final_masked.jpg,2
