path,label_id
data/shared_subset/Fuzzy/pv/Tomato_mold_leaf/36b7fd41-4809-4e41-963e-939510dcf6ec___Crnl_L.Mold 8647_final_masked.jpg,14
data/shared_subset/Fuzzy/pv/grape_leaf_black_rot/d2729b47-5bd4-4e3a-b015-850cde5b44ca___FAM_B.Rot 0477_final_masked.jpg,15
data/shared_subset/Fuzzy/pv/Tomato_Septoria_leaf_spot/9cf779b5-82ff-4c60-a8ae-d7d2ce2580d9___Keller.St_CG 2027_final_masked.jpg,9
data/shared_subset/Fuzzy/pv/Corn_Gray_leaf_spot/6bb782e3-5856-40e5-9f52-e0f5a0bf51cb___RS_GLSp 4646_final_masked.jpg,2
data/shared_subset/Fuzzy/pv/Tomato_leaf_yellow_virus/be67f74f-648f-4ab8-9478-76be838649a8___UF.GRC_YLCV_Lab 03321_final_masked.jpg,13
data/shared_subset/Fuzzy/pv/Tomato_mold_leaf/73c3f88e-6802-4afd-9065-431bbe6a312d___Crnl_L.Mold 6970_final_masked.jpg,14
data/shared_subset/Fuzzy/pv/Tomato_leaf_yellow_virus/1ad9445f-f1aa-43ee-b0b6-e811fb120bcb___UF.GRC_YLCV_Lab 02600_final_masked.jpg,13
data/shared_subset/Fuzzy/pv/Squash_Powdery_mildew_leaf/29733e6d-a7ce-47e4-8516-acdb5b709f3a___UMD_Powd.M 0257_final_masked.jpg,7
data/shared_subset/Fuzzy/pv/Tomato_leaf_late_blight/b657dc7a-df76-40e1-bc87-2d61b81040a8___GHLB Leaf 27.1 Day 12_final_masked.jpg,11
data/shared_subset/Fuzzy/pv/Potato_leaf_early_blight/e0654927-6cc0-491f-86d3-acb5ad261904___RS_Early.B 8341_final_masked.jpg,5
data/shared_subset/Fuzzy/pv/Apple_Scab_Leaf/c4e2b47d-d3c9-418e-9e60-78cead67c5d7___FREC_Scab 2928_final_masked.jpg,0
data/shared_subset/Fuzzy/pv/grape_leaf_black_rot/80e2b366-11a2-45b7-8031-a68653b5913f___FAM_B.Rot 5032_final_masked.jpg,15
data/shared_subset/Fuzzy/pv/Tomato_Early_blight_leaf/3daf2ed3-e39b-4b4d-a691-a7722ef8ed32___RS_Erly.B 7373_final_masked.jpg,8
data/shared_subset/Fuzzy/pv/Tomato_leaf_yellow_virus/51f629a9-de2f-4304-8241-1b3e5333d0fb___YLCV_GCREC 2853_final_masked.jpg,13
data/shared_subset/Fuzzy/pv/grape_leaf_black_rot/fc75404e-0b13-4827-8fde-b9b92be735cc___FAM_B.Rot 0330_final_masked.jpg,15
data/shared_subset/Fuzzy/pv/grape_leaf_black_rot/e19f446b-ee13-4da6-a63a-103c3eedcdf2___FAM_B.Rot 3630_final_masked.jpg,15
data/shared_subset/Fuzzy/pv/Tomato_leaf_mosaic_virus/4139ab06-a33a-448d-819a-3b6da9784a2d___PSU_CG 2049_final_masked.jpg,12
data/shared_subset/Fuzzy/pv/Tomato_leaf_late_blight/edec546b-3d6b-40e1-a11e-fb03a34cad5a___GHLB2 Leaf 8613_final_masked.jpg,11
data/shared_subset/Fuzzy/pv/Tomato_leaf_bacterial_spot/21b0722c-abfd-4aab-88cb-646b6e284cbf___UF.GRC_BS_Lab Leaf 8683_final_masked.jpg,10
data/shared_subset/Fuzzy/pv/Tomato_leaf_yellow_virus/b43f1619-9c9a-46fa-b036-3bf748039cde___UF.GRC_YLCV_Lab 02931_final_masked.jpg,13
data/shared_subset/Fuzzy/pv/Corn_rust_leaf/47f4e388-f1d8-4a7c-a587-05dfc1ecff2c___RS_Rust 2683_final_masked.jpg,4
data/shared_subset/Fuzzy/pv/grape_leaf_black_rot/0bfeae5e-878a-45ac-b62c-fbdfa9577874___FAM_B.Rot 0501_final_masked.jpg,15
data/shared_subset/Fuzzy/pv/Tomato_leaf_yellow_virus/332e7bf3-69c9-414a-9424-02f5c5ede706___YLCV_NREC 2323_final_masked.jpg,13
data/shared_subset/Fuzzy/pv/Tomato_Septoria_leaf_spot/85d15808-c090-4c65-9994-cb98f581f9a2___Matt.S_CG 2739_final_masked.jpg,9
data/shared_subset/Fuzzy/pv/Tomato_Septoria_leaf_spot/8b9ca191-719d-40cf-9077-89d9534dee6b___JR_Sept.L.S 8457_final_masked.jpg,9
data/shared_subset/Fuzzy/pv/Corn_Gray_leaf_spot/9e6ca942-064a-49ec-b7f9-8a1e25b5c0fe___RS_GLSp 4435_final_masked.jpg,2
data/shared_subset/Fuzzy/pv/Corn_leaf_blight/180b911a-5c9f-4c76-972a-999e81d3b772___RS_NLB 3710_final_masked.jpg,3
data/shared_subset/Fuzzy/pv/Corn_leaf_blight/0b002029-36c3-4ef4-b46c-29e45bf486d4___RS_NLB 0819_final_masked.jpg,3
data/shared_subset/Fuzzy/pv/Tomato_leaf_late_blight/335be291-a0f7-4b25-aa7c-99af0b073dc9___GHLB2 Leaf 8640_final_masked.jpg,11
data/shared_subset/Fuzzy/pv/Tomato_leaf_bacterial_spot/0ab9c705-f29e-45ac-b786-9549b3c38f16___GCREC_Bact.Sp 3223_final_masked.jpg,10
data/shared_subset/Fuzzy/pv/Tomato_Septoria_leaf_spot/026c9801-8f0c-41b6-adfe-12704eafa73d___Keller.St_CG 1939_final_masked.jpg,9
data/shared_subset/Fuzzy/pv/Tomato_leaf_late_blight/5ba6fbc5-a1de-4600-b0aa-9d8b8c222183___RS_Late.B 6181_final_masked.jpg,11
data/shared_subset/Fuzzy/pv/Tomato_leaf_yellow_virus/9bb27373-9940-4e2d-a9b8-536dd1c26004___YLCV_NREC 0275_final_masked.jpg,13
data/shared_subset/Fuzzy/pv/Tomato_leaf_yellow_virus/b741967a-f8e9-4a2a-a22c-a530ca3f9e07___YLCV_NREC 2858_final_masked.jpg,13
data/shared_subset/Fuzzy/pv/Corn_rust_leaf/dfec27d8-b03d-402c-ac81-b03176487f35___RS_Rust 2339_final_masked.jpg,4
data/shared_subset/Fuzzy/pv/Corn_leaf_blight/a25e0982-60a0-4282-bedf-0512171e2fde___RS_NLB 4061 copy_final_masked.jpg,3
data/shared_subset/Fuzzy/pv/Tomato_Septoria_leaf_spot/619ccfba-56c4-4750-b920-7c7314f78b7c___Matt.S_CG 6908_final_masked.jpg,9
data/shared_subset/Fuzzy/pv/Tomato_leaf_yellow_virus/89e92214-c321-4acb-b62c-09e5790aa212___UF.GRC_YLCV_Lab 01962_final_masked.jpg,13
data/shared_subset/Fuzzy/pv/grape_leaf_black_rot/e034377a-c8b8-4257-8673-e3a0d776c06f___FAM_B.Rot 3327_final_masked.jpg,15
data/shared_subset/Fuzzy/pv/grape_leaf_black_rot/10101516-c385-4a77-9abd-38ec4fa98085___FAM_B.Rot 0712_final_masked.jpg,15
data/shared_subset/Fuzzy/pv/Corn_Gray_leaf_spot/89edb9c3-2ae7-4a95-937f-74778fc98df0___RS_GLSp 7287_final_masked.jpg,2
data/shared_subset/Fuzzy/pv/grape_leaf_black_rot/6a9a646a-60df-4044-94bc-fc3f0fad2fca___FAM_B.Rot 3235_final_masked.jpg,15
data/shared_subset/Fuzzy/pv/Corn_rust_leaf/50105058-0eea-4312-89ea-55cd794dd49e___RS_Rust 1860_final_masked.jpg,4
data/shared_subset/Fuzzy/pv/Tomato_leaf_yellow_virus/887f058f-723a-46ca-acd8-7b68ade89d25___YLCV_NREC 2042_final_masked.jpg,13
data/shared_subset/Fuzzy/pv/Corn_rust_leaf/68561cea-5a99-438c-8e7f-4bd2365310f7___RS_Rust 1781_final_masked.jpg,4
data/shared_subset/Fuzzy/pv/Tomato_Septoria_leaf_spot/67d141c6-be7a-4f3d-9c4f-b667ca41ebd4___Keller.St_CG 1838_final_masked.jpg,9
data/shared_subset/Fuzzy/pv/Corn_leaf_blight/a7a738f0-39e4-4541-828d-92c5dd42ee86___RS_NLB 3544_final_masked.jpg,3
data/shared_subset/Fuzzy/pv/Potato_leaf_early_blight/c5dc57d8-9a0d-4046-9eb4-b9db2f720a47___RS_Early.B 7047_final_masked.jpg,5
data/shared_subset/Fuzzy/pv/Tomato_leaf_yellow_virus/13037cc9-ffd8-4b9a-9077-f29346e47b9d___YLCV_NREC 2176_final_masked.jpg,13
data/shared_subset/Fuzzy/pv/Tomato_Early_blight_leaf/54e98d19-a7a0-44d8-a004-1eaee5f3610b___RS_Erly.B 7348_final_masked.jpg,8
data/shared_subset/Fuzzy/pv/Corn_rust_leaf/2d7f5851-8645-4d73-8f76-f59abf6585ec___RS_Rust 2509_final_masked.jpg,4
data/shared_subset/Fuzzy/pv/Potato_leaf_late_blight/f9bd5093-1f62-4d00-bb66-7f65ce5c412b___RS_LB 2854_final_masked.jpg,6
data/shared_subset/Fuzzy/pv/Squash_Powdery_mildew_leaf/ed9a2abd-c543-4ce9-9e2c-a0d14a28bbcd___UMD_Powd.M 0077_final_masked.jpg,7
data/shared_subset/Fuzzy/pv/Corn_Gray_leaf_spot/cc115c6f-75d2-4fae-b6f9-a1eaa80fb68e___RS_GLSp 9284_final_masked.jpg,2
data/shared_subset/Fuzzy/pv/Tomato_leaf_yellow_virus/78c735c8-55ec-4008-bab6-72cc64ce9f68___UF.GRC_YLCV_Lab 01889_final_masked.jpg,13
data/shared_subset/Fuzzy/pv/Tomato_leaf_bacterial_spot/0045ba29-ed1b-43b4-afde-719cc7adefdb___GCREC_Bact.Sp 6254_final_masked.jpg,10
data/shared_subset/Fuzzy/pv/Tomato_leaf_yellow_virus/4566acc7-1cb8-4e83-8d87-6e7e2051fdef___UF.GRC_YLCV_Lab 09384_final_masked.jpg,13
data/shared_subset/Fuzzy/pv/Tomato_leaf_bacterial_spot/2351b015-b737-4ed6-97bd-105e73b02386___GCREC_Bact.Sp 3184_final_masked.jpg,10
data/shared_subset/Fuzzy/pv/Tomato_Septoria_leaf_spot/6a29f136-d22e-470f-9ea1-447c5f3d410d___Matt.S_CG 7471_final_masked.jpg,9
data/shared_subset/Fuzzy/pv/Tomato_leaf_late_blight/8f27364b-aafa-49a8-b288-e442cb8bde11___RS_Late.B 6285_final_masked.jpg,11
data/shared_subset/Fuzzy/pv/Corn_leaf_blight/a5427e24-26fc-4d4f-af7d-882b9ca2bcdc___RS_NLB 4228 copy 3_final_masked.jpg,3
data/shared_subset/Fuzzy/pv/Squash_Powdery_mildew_leaf/8709422c-ac40-4f1c-8bc0-7448c91d651b___MD_Powd.M 9947_final_masked.jpg,7
data/shared_subset/Fuzzy/pv/Tomato_Septoria_leaf_spot/fd605711-4030-4d59-b09b-e993bf081a0a___Matt.S_CG 1492_final_masked.jpg,9
data/shared_subset/Fuzzy/pv/Tomato_leaf_yellow_virus/af4d594d-c7e1-43df-aa81-79310dc1d7f5___YLCV_GCREC 5116_final_masked.jpg,13
data/shared_subset/Fuzzy/pv/Squash_Powdery_mildew_leaf/e3d36613-c973-4dfe-9e5f-7126f67103fa___MD_Powd.M 0176_final_masked.jpg,7
data/shared_subset/Fuzzy/pv/Tomato_leaf_yellow_virus/6afa75f0-ed92-49ed-8e3e-e222f212e5ad___UF.GRC_YLCV_Lab 01591_final_masked.jpg,13
data/shared_subset/Fuzzy/pv/Tomato_leaf_yellow_virus/f10aa6d0-2887-4980-848a-e0d88eff9011___UF.GRC_YLCV_Lab 02186_final_masked.jpg,13
data/shared_subset/Fuzzy/pv/Corn_leaf_blight/4c640c66-bb10-4f7c-ae15-6be2b885c6d2___RS_NLB 4006_final_masked.jpg,3
data/shared_subset/Fuzzy/pv/Apple_Scab_Leaf/774fb249-80b5-4575-ab5a-5459a9c14ef6___FREC_Scab 3024_final_masked.jpg,0
data/shared_subset/Fuzzy/pv/Tomato_leaf_late_blight/d3f4d20f-839b-452d-81e6-e61cc0047fda___GHLB Leaf 1.2 Day 12_final_masked.jpg,11
data/shared_subset/Fuzzy/pv/Tomato_leaf_yellow_virus/646458c8-2d29-41b8-b3c8-1c5312bf22e3___YLCV_GCREC 2153_final_masked.jpg,13
data/shared_subset/Fuzzy/pv/Tomato_Septoria_leaf_spot/086f38cc-ea15-4625-aa96-9a74c65f7f7f___Matt.S_CG 6713_final_masked.jpg,9
data/shared_subset/Fuzzy/pv/Tomato_Early_blight_leaf/0f1fb081-c715-414e-aa64-2c398ba6c320___RS_Erly.B 6382_final_masked.jpg,8
data/shared_subset/Fuzzy/pv/Potato_leaf_late_blight/0114b195-844c-4978-93a9-b0d5aae010f1___RS_LB 2738_final_masked.jpg,6
data/shared_subset/Fuzzy/pv/Tomato_leaf_bacterial_spot/a4e1a90d-db92-47bf-8fa8-65e6d6c0780f___GCREC_Bact.Sp 5846_final_masked.jpg,10
data/shared_subset/Fuzzy/pv/Tomato_mold_leaf/0ced0bae-d224-43f5-8fd7-072c7cbd8f77___Crnl_L.Mold 9161_final_masked.jpg,14
data/shared_subset/Fuzzy/pv/Tomato_leaf_yellow_virus/24bd6cc6-b172-4ea5-955b-b6b03e7b53a7___UF.GRC_YLCV_Lab 01289_final_masked.jpg,13
data/shared_subset/Fuzzy/pv/Tomato_leaf_yellow_virus/88df583c-d717-4936-8b4d-3cc96bf07b65___UF.GRC_YLCV_Lab 09442_final_masked.jpg,13
data/shared_subset/Fuzzy/pv/Tomato_leaf_bacterial_spot/e863a52c-337f-4534-9510-320980cc4303___GCREC_Bact.Sp 6159_final_masked.jpg,10
data/shared_subset/Fuzzy/pv/Tomato_leaf_yellow_virus/71a426ae-9e4b-4428-9c00-90113a9d128e___UF.GRC_YLCV_Lab 02686_final_masked.jpg,13
data/shared_subset/Fuzzy/pv/Tomato_leaf_yellow_virus/324a0c39-0250-482f-85af-720851515b3f___UF.GRC_YLCV_Lab 03236_final_masked.jpg,13
data/shared_subset/Fuzzy/pv/Corn_rust_leaf/60467e64-3617-4a09-b5f0-1abf123297ae___RS_Rust 2728_final_masked.jpg,4
data/shared_subset/Fuzzy/pv/Corn_rust_leaf/b6d6272d-47d9-4506-a0f6-35edc3dddd38___RS_Rust 1804_final_masked.jpg,4
data/shared_subset/Fuzzy/pv/Tomato_leaf_bacterial_spot/5ec38b83-47c5-460d-a465-2b8b89e5ce55___GCREC_Bact.Sp 3231_final_masked.jpg,10
data/shared_subset/Fuzzy/pv/Tomato_leaf_yellow_virus/9d1f2f28-34e4-45ca-9517-e9410054ba5f___YLCV_GCREC 2503_final_masked.jpg,13
data/shared_subset/Fuzzy/pv/Tomato_leaf_bacterial_spot/f2f180d1-45fb-46b6-b528-63a7f87dd78a___GCREC_Bact.Sp 5911_final_masked.jpg,10
data/shared_subset/Fuzzy/pv/Tomato_leaf_yellow_virus/5b3e9035-71e9-4113-b6eb-fff0ed904099___UF.GRC_YLCV_Lab 02514_final_masked.jpg,13
data/shared_subset/Fuzzy/pv/Tomato_leaf_mosaic_virus/75c566a5-8c20-4294-8138-4f06a3c2df7c___PSU_CG 2158_final_masked.jpg,12
data/shared_subset/Fuzzy/pv/Tomato_Septoria_leaf_spot/281ffdb0-227c-4f65-9f1b-f753034f83a3___Matt.S_CG 6172_final_masked.jpg,9
data/shared_subset/Fuzzy/pv/Potato_leaf_late_blight/c89d5a2a-2c1e-496e-84b8-b7a844a97ac9___RS_LB 4920_final_masked.jpg,6
data/shared_subset/Fuzzy/pv/Potato_leaf_early_blight/86a65e8c-c7cf-45f7-8619-422eb6f1a40d___RS_Early.B 7745_final_masked.jpg,5
data/shared_subset/Fuzzy/pv/Tomato_leaf_yellow_virus/1c1f329f-d726-463f-8e54-a5ed2e7c9e87___UF.GRC_YLCV_Lab 03254_final_masked.jpg,13
data/shared_subset/Fuzzy/pv/Tomato_leaf_late_blight/c95eaeb8-7673-4411-bbbe-b2464526f303___RS_Late.B 6233_final_masked.jpg,11
data/shared_subset/Fuzzy/pv/Tomato_leaf_yellow_virus/ad1cf4ce-7321-42e0-b094-0445a93771eb___YLCV_GCREC 2673_final_masked.jpg,13
data/shared_subset/Fuzzy/pv/Tomato_leaf_bacterial_spot/e4df0a0f-a7cf-4797-a888-9f28d916bccd___GCREC_Bact.Sp 5870_final_masked.jpg,10
data/shared_subset/Fuzzy/pv/Tomato_leaf_yellow_virus/42017ba2-224f-4958-afb0-9d5315d7ba36___UF.GRC_YLCV_Lab 02532_final_masked.jpg,13
data/shared_subset/Fuzzy/pv/Squash_Powdery_mildew_leaf/8e8a02c9-e706-4056-8d23-c3f8bb452f28___MD_Powd.M 0740_final_masked.jpg,7
data/shared_subset/Fuzzy/pv/Tomato_leaf_bacterial_spot/41128d1d-2a43-4c08-a100-c92c2fc8b9b0___GCREC_Bact.Sp 3413_final_masked.jpg,10
data/shared_subset/Fuzzy/pv/Corn_Gray_leaf_spot/acbed711-885d-4f1d-986f-1fdf9b48cba5___RS_GLSp 7338_final_masked.jpg,2
data/shared_subset/Fuzzy/pv/Tomato_leaf_yellow_virus/ccf9ab6a-50b6-47c0-8020-0217f93416ac___UF.GRC_YLCV_Lab 09568_final_masked.jpg,13
data/shared_subset/Fuzzy/pv/Tomato_leaf_yellow_virus/46743c5e-9665-4ab9-aa10-20044684b87e___YLCV_GCREC 5224_final_masked.jpg,13
data/shared_subset/Fuzzy/pv/Squash_Powdery_mildew_leaf/2e3cca69-6118-4d28-b49b-cb9794962f59___UMD_Powd.M 9848_final_masked.jpg,7
data/shared_subset/Fuzzy/pv/Tomato_leaf_bacterial_spot/659908ff-205b-4fd1-af8b-5b2c11b56adf___GCREC_Bact.Sp 3139_final_masked.jpg,10
data/shared_subset/Fuzzy/pv/Tomato_leaf_yellow_virus/17e67b5d-d635-40ef-8c7a-fd10e08c9421___YLCV_GCREC 2647_final_masked.jpg,13
data/shared_subset/Fuzzy/pv/Tomato_leaf_mosaic_virus/05910684-8466-4472-b520-b6f90bfc0d01___PSU_CG 2076_final_masked.jpg,12
data/shared_subset/Fuzzy/pv/Tomato_mold_leaf/446be8f2-d462-40f6-87db-ed63fffedb0d___Crnl_L.Mold 9176_final_masked.jpg,14
data/shared_subset/Fuzzy/pv/Tomato_leaf_yellow_virus/4c69b9bb-96c9-492f-a7e4-8197c580d43d___UF.GRC_YLCV_Lab 01686_final_masked.jpg,13
data/shared_subset/Fuzzy/pv/Tomato_Septoria_leaf_spot/e79a5949-f01b-41fe-a6a8-8716de120741___JR_Sept.L.S 2688_final_masked.jpg,9
data/shared_subset/Fuzzy/pv/Squash_Powdery_mildew_leaf/c5f20d53-8053-4d24-99c4-5005135b2c0e___MD_Powd.M 0581_final_masked.jpg,7
data/shared_subset/Fuzzy/pv/Tomato_Septoria_leaf_spot/eb6133d1-f0d9-4529-8949-c60b1deb5585___JR_Sept.L.S 8396_final_masked.jpg,9
data/shared_subset/Fuzzy/pv/Tomato_mold_leaf/53583056-c427-4687-b89f-e0507471c8b2___Crnl_L.Mold 9077_final_masked.jpg,14
data/shared_subset/Fuzzy/pv/Tomato_leaf_late_blight/a1df42a3-9ea0-491b-a075-14b6ae8068dd___GHLB2 Leaf 8664_final_masked.jpg,11
data/shared_subset/Fuzzy/pv/Tomato_leaf_yellow_virus/41c19027-19ba-494d-9b58-68feccf5987d___YLCV_NREC 2172_final_masked.jpg,13
data/shared_subset/Fuzzy/pv/Tomato_leaf_yellow_virus/7d85c8c9-a4fa-4241-9de5-dd9959ea7a62___UF.GRC_YLCV_Lab 01726_final_masked.jpg,13
data/shared_subset/Fuzzy/pv/Tomato_leaf_yellow_virus/5904c39e-3a20-47cb-ac78-77fa6fa6bc9f___UF.GRC_YLCV_Lab 02947_final_masked.jpg,13
data/shared_subset/Fuzzy/pv/grape_leaf_black_rot/c5df7947-a457-42e9-990c-01372fbce8fc___FAM_B.Rot 0726_final_masked.jpg,15
data/shared_subset/Fuzzy/pv/Corn_rust_leaf/71a33d5a-0037-4fe3-8afd-3cfae3e5783d___RS_Rust 2346_final_masked.jpg,4
data/shared_subset/Fuzzy/pv/Tomato_Septoria_leaf_spot/a1b6deb1-e0f7-4eb4-a2ca-77d1f1e45aaa___Matt.S_CG 7818_final_masked.jpg,9
data/shared_subset/Fuzzy/pv/Potato_leaf_late_blight/cd38f533-9b7d-4afd-bbd9-9ee5ab2aa3e8___RS_LB 2680_final_masked.jpg,6
data/shared_subset/Fuzzy/pv/Tomato_leaf_yellow_virus/ae08c0b0-38c2-47cf-8a7a-0131e5c43f52___YLCV_GCREC 2069_final_masked.jpg,13
data/shared_subset/Fuzzy/pv/Tomato_Early_blight_leaf/1d1d79c6-824d-4c48-bd59-c83a5cf29229___RS_Erly.B 9547_final_masked.jpg,8
data/shared_subset/Fuzzy/pv/Tomato_Early_blight_leaf/17d051ce-efe1-486e-b5ed-b71b1317a9f0___RS_Erly.B 9614_final_masked.jpg,8
data/shared_subset/Fuzzy/pv/Apple_Scab_Leaf/36d99a07-4a43-4416-b204-6886f71d5039___FREC_Scab 3294_final_masked.jpg,0
data/shared_subset/Fuzzy/pv/Tomato_leaf_yellow_virus/5ad0f91d-2756-4b92-ae07-1945f1b71c45___YLCV_GCREC 5315_final_masked.jpg,13
data/shared_subset/Fuzzy/pv/Tomato_leaf_late_blight/8c36f3d7-3aee-4341-8319-449e3f5e6f79___RS_Late.B 5596_final_masked.jpg,11
data/shared_subset/Fuzzy/pv/Tomato_mold_leaf/7aec2458-4ab2-4525-9f08-91e3269c7420___Crnl_L.Mold 6845_final_masked.jpg,14
data/shared_subset/Fuzzy/pv/Tomato_mold_leaf/db35e8bc-5879-436e-82a1-e1e0e0f9b19c___Crnl_L.Mold 7044_final_masked.jpg,14
